image_path,mask_path,id,liveliness,attack_class,location,split,synthetic,seg_mask_weight
Aaron_Tippin/Aaron_Tippin_0001.jpg,labels/Aaron_Tippin/Aaron_Tippin_0001.jpg,8,live,None,Unknown,train,real,0.1
Abba_Eban/Abba_Eban_0001.jpg,labels/Abba_Eban/Abba_Eban_0001.jpg,9,live,None,Unknown,train,real,0.1
Abbas_Kiarostami/Abbas_Kiarostami_0001.jpg,labels/Abbas_Kiarostami/Abbas_Kiarostami_0001.jpg,10,live,None,Unknown,train,real,0.1
Abdel_Aziz_Al-Hakim/Abdel_Aziz_Al-Hakim_0001.jpg,labels/Abdel_Aziz_Al-Hakim/Abdel_Aziz_Al-Hakim_0001.jpg,11,live,None,Unknown,train,real,0.1
Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.jpg,labels/Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.jpg,12,live,None,Unknown,train,real,0.1
Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,labels/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,13,live,None,Unknown,train,real,0.1
Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,labels/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,13,live,None,Unknown,train,real,0.1
Abdoulaye_Wade/Abdoulaye_Wade_0002.jpg,labels/Abdoulaye_Wade/Abdoulaye_Wade_0002.jpg,14,live,None,Unknown,train,real,0.1
Abdoulaye_Wade/Abdoulaye_Wade_0003.jpg,labels/Abdoulaye_Wade/Abdoulaye_Wade_0003.jpg,14,live,None,Unknown,train,real,0.1
Abdoulaye_Wade/Abdoulaye_Wade_0001.jpg,labels/Abdoulaye_Wade/Abdoulaye_Wade_0001.jpg,14,live,None,Unknown,train,real,0.1
Abdoulaye_Wade/Abdoulaye_Wade_0004.jpg,labels/Abdoulaye_Wade/Abdoulaye_Wade_0004.jpg,14,live,None,Unknown,train,real,0.1
Abdul_Majeed_Shobokshi/Abdul_Majeed_Shobokshi_0001.jpg,labels/Abdul_Majeed_Shobokshi/Abdul_Majeed_Shobokshi_0001.jpg,15,live,None,Unknown,train,real,0.1
Abdul_Rahman/Abdul_Rahman_0001.jpg,labels/Abdul_Rahman/Abdul_Rahman_0001.jpg,16,live,None,Unknown,train,real,0.1
Abdulaziz_Kamilov/Abdulaziz_Kamilov_0001.jpg,labels/Abdulaziz_Kamilov/Abdulaziz_Kamilov_0001.jpg,17,live,None,Unknown,train,real,0.1
Abdullah/Abdullah_0004.jpg,labels/Abdullah/Abdullah_0004.jpg,18,live,None,Unknown,train,real,0.1
Abdullah/Abdullah_0002.jpg,labels/Abdullah/Abdullah_0002.jpg,18,live,None,Unknown,train,real,0.1
Abdullah/Abdullah_0001.jpg,labels/Abdullah/Abdullah_0001.jpg,18,live,None,Unknown,train,real,0.1
Abdullah/Abdullah_0003.jpg,labels/Abdullah/Abdullah_0003.jpg,18,live,None,Unknown,train,real,0.1
Abdullah_Ahmad_Badawi/Abdullah_Ahmad_Badawi_0001.jpg,labels/Abdullah_Ahmad_Badawi/Abdullah_Ahmad_Badawi_0001.jpg,19,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0005.jpg,labels/Abdullah_Gul/Abdullah_Gul_0005.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0017.jpg,labels/Abdullah_Gul/Abdullah_Gul_0017.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0019.jpg,labels/Abdullah_Gul/Abdullah_Gul_0019.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0001.jpg,labels/Abdullah_Gul/Abdullah_Gul_0001.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0012.jpg,labels/Abdullah_Gul/Abdullah_Gul_0012.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0018.jpg,labels/Abdullah_Gul/Abdullah_Gul_0018.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0006.jpg,labels/Abdullah_Gul/Abdullah_Gul_0006.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0014.jpg,labels/Abdullah_Gul/Abdullah_Gul_0014.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0009.jpg,labels/Abdullah_Gul/Abdullah_Gul_0009.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0002.jpg,labels/Abdullah_Gul/Abdullah_Gul_0002.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0007.jpg,labels/Abdullah_Gul/Abdullah_Gul_0007.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0008.jpg,labels/Abdullah_Gul/Abdullah_Gul_0008.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0003.jpg,labels/Abdullah_Gul/Abdullah_Gul_0003.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0011.jpg,labels/Abdullah_Gul/Abdullah_Gul_0011.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0004.jpg,labels/Abdullah_Gul/Abdullah_Gul_0004.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0015.jpg,labels/Abdullah_Gul/Abdullah_Gul_0015.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0013.jpg,labels/Abdullah_Gul/Abdullah_Gul_0013.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0010.jpg,labels/Abdullah_Gul/Abdullah_Gul_0010.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Gul/Abdullah_Gul_0016.jpg,labels/Abdullah_Gul/Abdullah_Gul_0016.jpg,20,live,None,Unknown,train,real,0.1
Abdullah_Nasseef/Abdullah_Nasseef_0001.jpg,labels/Abdullah_Nasseef/Abdullah_Nasseef_0001.jpg,21,live,None,Unknown,train,real,0.1
Abdullah_al-Attiyah/Abdullah_al-Attiyah_0001.jpg,labels/Abdullah_al-Attiyah/Abdullah_al-Attiyah_0001.jpg,22,live,None,Unknown,train,real,0.1
Abdullah_al-Attiyah/Abdullah_al-Attiyah_0002.jpg,labels/Abdullah_al-Attiyah/Abdullah_al-Attiyah_0002.jpg,22,live,None,Unknown,train,real,0.1
Abdullah_al-Attiyah/Abdullah_al-Attiyah_0003.jpg,labels/Abdullah_al-Attiyah/Abdullah_al-Attiyah_0003.jpg,22,live,None,Unknown,train,real,0.1
Abdullatif_Sener/Abdullatif_Sener_0001.jpg,labels/Abdullatif_Sener/Abdullatif_Sener_0001.jpg,23,live,None,Unknown,train,real,0.1
Abdullatif_Sener/Abdullatif_Sener_0002.jpg,labels/Abdullatif_Sener/Abdullatif_Sener_0002.jpg,23,live,None,Unknown,train,real,0.1
Abel_Aguilar/Abel_Aguilar_0001.jpg,labels/Abel_Aguilar/Abel_Aguilar_0001.jpg,24,live,None,Unknown,train,real,0.1
Abel_Pacheco/Abel_Pacheco_0001.jpg,labels/Abel_Pacheco/Abel_Pacheco_0001.jpg,25,live,None,Unknown,train,real,0.1
Abel_Pacheco/Abel_Pacheco_0002.jpg,labels/Abel_Pacheco/Abel_Pacheco_0002.jpg,25,live,None,Unknown,train,real,0.1
Abel_Pacheco/Abel_Pacheco_0004.jpg,labels/Abel_Pacheco/Abel_Pacheco_0004.jpg,25,live,None,Unknown,train,real,0.1
Abel_Pacheco/Abel_Pacheco_0003.jpg,labels/Abel_Pacheco/Abel_Pacheco_0003.jpg,25,live,None,Unknown,train,real,0.1
Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg,labels/Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg,26,live,None,Unknown,train,real,0.1
Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0002.jpg,labels/Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0002.jpg,26,live,None,Unknown,train,real,0.1
Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg,labels/Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg,26,live,None,Unknown,train,real,0.1
Abner_Martinez/Abner_Martinez_0001.jpg,labels/Abner_Martinez/Abner_Martinez_0001.jpg,27,live,None,Unknown,train,real,0.1
Abraham_Foxman/Abraham_Foxman_0001.jpg,labels/Abraham_Foxman/Abraham_Foxman_0001.jpg,28,live,None,Unknown,train,real,0.1
Aby_Har-Even/Aby_Har-Even_0001.jpg,labels/Aby_Har-Even/Aby_Har-Even_0001.jpg,29,live,None,Unknown,train,real,0.1
Adam_Ant/Adam_Ant_0001.jpg,labels/Adam_Ant/Adam_Ant_0001.jpg,30,live,None,Unknown,train,real,0.1
Adam_Freier/Adam_Freier_0001.jpg,labels/Adam_Freier/Adam_Freier_0001.jpg,31,live,None,Unknown,train,real,0.1
Adam_Herbert/Adam_Herbert_0001.jpg,labels/Adam_Herbert/Adam_Herbert_0001.jpg,32,live,None,Unknown,train,real,0.1
Adam_Kennedy/Adam_Kennedy_0001.jpg,labels/Adam_Kennedy/Adam_Kennedy_0001.jpg,33,live,None,Unknown,train,real,0.1
Adam_Mair/Adam_Mair_0001.jpg,labels/Adam_Mair/Adam_Mair_0001.jpg,34,live,None,Unknown,train,real,0.1
Adam_Rich/Adam_Rich_0001.jpg,labels/Adam_Rich/Adam_Rich_0001.jpg,35,live,None,Unknown,train,real,0.1
Adam_Sandler/Adam_Sandler_0004.jpg,labels/Adam_Sandler/Adam_Sandler_0004.jpg,36,live,None,Unknown,train,real,0.1
Adam_Sandler/Adam_Sandler_0002.jpg,labels/Adam_Sandler/Adam_Sandler_0002.jpg,36,live,None,Unknown,train,real,0.1
Adam_Sandler/Adam_Sandler_0001.jpg,labels/Adam_Sandler/Adam_Sandler_0001.jpg,36,live,None,Unknown,train,real,0.1
Adam_Sandler/Adam_Sandler_0003.jpg,labels/Adam_Sandler/Adam_Sandler_0003.jpg,36,live,None,Unknown,train,real,0.1
Adam_Scott/Adam_Scott_0002.jpg,labels/Adam_Scott/Adam_Scott_0002.jpg,37,live,None,Unknown,train,real,0.1
Adam_Scott/Adam_Scott_0001.jpg,labels/Adam_Scott/Adam_Scott_0001.jpg,37,live,None,Unknown,train,real,0.1
Adel_Al-Jubeir/Adel_Al-Jubeir_0001.jpg,labels/Adel_Al-Jubeir/Adel_Al-Jubeir_0001.jpg,38,live,None,Unknown,train,real,0.1
Adel_Al-Jubeir/Adel_Al-Jubeir_0002.jpg,labels/Adel_Al-Jubeir/Adel_Al-Jubeir_0002.jpg,38,live,None,Unknown,train,real,0.1
Adel_Al-Jubeir/Adel_Al-Jubeir_0003.jpg,labels/Adel_Al-Jubeir/Adel_Al-Jubeir_0003.jpg,38,live,None,Unknown,train,real,0.1
Adelina_Avila/Adelina_Avila_0001.jpg,labels/Adelina_Avila/Adelina_Avila_0001.jpg,39,live,None,Unknown,train,real,0.1
Adisai_Bodharamik/Adisai_Bodharamik_0001.jpg,labels/Adisai_Bodharamik/Adisai_Bodharamik_0001.jpg,40,live,None,Unknown,train,real,0.1
Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0001.jpg,labels/Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0001.jpg,41,live,None,Unknown,train,real,0.1
Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0003.jpg,labels/Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0003.jpg,41,live,None,Unknown,train,real,0.1
Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0002.jpg,labels/Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0002.jpg,41,live,None,Unknown,train,real,0.1
Adolfo_Rodriguez_Saa/Adolfo_Rodriguez_Saa_0001.jpg,labels/Adolfo_Rodriguez_Saa/Adolfo_Rodriguez_Saa_0001.jpg,42,live,None,Unknown,train,real,0.1
Adolfo_Rodriguez_Saa/Adolfo_Rodriguez_Saa_0002.jpg,labels/Adolfo_Rodriguez_Saa/Adolfo_Rodriguez_Saa_0002.jpg,42,live,None,Unknown,train,real,0.1
Adoor_Gopalakarishnan/Adoor_Gopalakarishnan_0001.jpg,labels/Adoor_Gopalakarishnan/Adoor_Gopalakarishnan_0001.jpg,43,live,None,Unknown,train,real,0.1
Adrian_Annus/Adrian_Annus_0001.jpg,labels/Adrian_Annus/Adrian_Annus_0001.jpg,44,live,None,Unknown,train,real,0.1
Adrian_Fernandez/Adrian_Fernandez_0001.jpg,labels/Adrian_Fernandez/Adrian_Fernandez_0001.jpg,45,live,None,Unknown,train,real,0.1
Adrian_McPherson/Adrian_McPherson_0001.jpg,labels/Adrian_McPherson/Adrian_McPherson_0001.jpg,46,live,None,Unknown,train,real,0.1
Adrian_McPherson/Adrian_McPherson_0002.jpg,labels/Adrian_McPherson/Adrian_McPherson_0002.jpg,46,live,None,Unknown,train,real,0.1
Adrian_Murrell/Adrian_Murrell_0001.jpg,labels/Adrian_Murrell/Adrian_Murrell_0001.jpg,47,live,None,Unknown,train,real,0.1
Adrian_Nastase/Adrian_Nastase_0002.jpg,labels/Adrian_Nastase/Adrian_Nastase_0002.jpg,48,live,None,Unknown,train,real,0.1
Adrian_Nastase/Adrian_Nastase_0001.jpg,labels/Adrian_Nastase/Adrian_Nastase_0001.jpg,48,live,None,Unknown,train,real,0.1
Adriana_Lima/Adriana_Lima_0001.jpg,labels/Adriana_Lima/Adriana_Lima_0001.jpg,49,live,None,Unknown,train,real,0.1
Adriana_Perez_Navarro/Adriana_Perez_Navarro_0001.jpg,labels/Adriana_Perez_Navarro/Adriana_Perez_Navarro_0001.jpg,50,live,None,Unknown,train,real,0.1
Adrianna_Zuzic/Adrianna_Zuzic_0001.jpg,labels/Adrianna_Zuzic/Adrianna_Zuzic_0001.jpg,51,live,None,Unknown,train,real,0.1
Adrien_Brody/Adrien_Brody_0002.jpg,labels/Adrien_Brody/Adrien_Brody_0002.jpg,52,live,None,Unknown,train,real,0.1
Adrien_Brody/Adrien_Brody_0004.jpg,labels/Adrien_Brody/Adrien_Brody_0004.jpg,52,live,None,Unknown,train,real,0.1
Adrien_Brody/Adrien_Brody_0012.jpg,labels/Adrien_Brody/Adrien_Brody_0012.jpg,52,live,None,Unknown,train,real,0.1
Adrien_Brody/Adrien_Brody_0011.jpg,labels/Adrien_Brody/Adrien_Brody_0011.jpg,52,live,None,Unknown,train,real,0.1
Adrien_Brody/Adrien_Brody_0007.jpg,labels/Adrien_Brody/Adrien_Brody_0007.jpg,52,live,None,Unknown,train,real,0.1
Adrien_Brody/Adrien_Brody_0006.jpg,labels/Adrien_Brody/Adrien_Brody_0006.jpg,52,live,None,Unknown,train,real,0.1
Adrien_Brody/Adrien_Brody_0003.jpg,labels/Adrien_Brody/Adrien_Brody_0003.jpg,52,live,None,Unknown,train,real,0.1
Adrien_Brody/Adrien_Brody_0009.jpg,labels/Adrien_Brody/Adrien_Brody_0009.jpg,52,live,None,Unknown,train,real,0.1
Adrien_Brody/Adrien_Brody_0001.jpg,labels/Adrien_Brody/Adrien_Brody_0001.jpg,52,live,None,Unknown,train,real,0.1
Adrien_Brody/Adrien_Brody_0010.jpg,labels/Adrien_Brody/Adrien_Brody_0010.jpg,52,live,None,Unknown,train,real,0.1
Adrien_Brody/Adrien_Brody_0005.jpg,labels/Adrien_Brody/Adrien_Brody_0005.jpg,52,live,None,Unknown,train,real,0.1
Adrien_Brody/Adrien_Brody_0008.jpg,labels/Adrien_Brody/Adrien_Brody_0008.jpg,52,live,None,Unknown,train,real,0.1
Afton_Smith/Afton_Smith_0001.jpg,labels/Afton_Smith/Afton_Smith_0001.jpg,53,live,None,Unknown,train,real,0.1
Agbani_Darego/Agbani_Darego_0001.jpg,labels/Agbani_Darego/Agbani_Darego_0001.jpg,54,live,None,Unknown,train,real,0.1
Agnelo_Queiroz/Agnelo_Queiroz_0001.jpg,labels/Agnelo_Queiroz/Agnelo_Queiroz_0001.jpg,55,live,None,Unknown,train,real,0.1
Agnes_Bruckner/Agnes_Bruckner_0001.jpg,labels/Agnes_Bruckner/Agnes_Bruckner_0001.jpg,56,live,None,Unknown,train,real,0.1
Ahmad_Jbarah/Ahmad_Jbarah_0001.jpg,labels/Ahmad_Jbarah/Ahmad_Jbarah_0001.jpg,57,live,None,Unknown,train,real,0.1
Ahmad_Masood/Ahmad_Masood_0002.jpg,labels/Ahmad_Masood/Ahmad_Masood_0002.jpg,58,live,None,Unknown,train,real,0.1
Ahmad_Masood/Ahmad_Masood_0001.jpg,labels/Ahmad_Masood/Ahmad_Masood_0001.jpg,58,live,None,Unknown,train,real,0.1
Ahmed_Ahmed/Ahmed_Ahmed_0001.jpg,labels/Ahmed_Ahmed/Ahmed_Ahmed_0001.jpg,59,live,None,Unknown,train,real,0.1
Ahmed_Chalabi/Ahmed_Chalabi_0005.jpg,labels/Ahmed_Chalabi/Ahmed_Chalabi_0005.jpg,60,live,None,Unknown,train,real,0.1
Ahmed_Chalabi/Ahmed_Chalabi_0001.jpg,labels/Ahmed_Chalabi/Ahmed_Chalabi_0001.jpg,60,live,None,Unknown,train,real,0.1
Ahmed_Chalabi/Ahmed_Chalabi_0004.jpg,labels/Ahmed_Chalabi/Ahmed_Chalabi_0004.jpg,60,live,None,Unknown,train,real,0.1
Ahmed_Chalabi/Ahmed_Chalabi_0002.jpg,labels/Ahmed_Chalabi/Ahmed_Chalabi_0002.jpg,60,live,None,Unknown,train,real,0.1
Ahmed_Chalabi/Ahmed_Chalabi_0003.jpg,labels/Ahmed_Chalabi/Ahmed_Chalabi_0003.jpg,60,live,None,Unknown,train,real,0.1
Ahmed_Ghazi/Ahmed_Ghazi_0001.jpg,labels/Ahmed_Ghazi/Ahmed_Ghazi_0001.jpg,61,live,None,Unknown,train,real,0.1
Ahmed_Ibrahim_Bilal/Ahmed_Ibrahim_Bilal_0001.jpg,labels/Ahmed_Ibrahim_Bilal/Ahmed_Ibrahim_Bilal_0001.jpg,62,live,None,Unknown,train,real,0.1
Ahmed_Lopez/Ahmed_Lopez_0001.jpg,labels/Ahmed_Lopez/Ahmed_Lopez_0001.jpg,63,live,None,Unknown,train,real,0.1
Ahmed_Qureia/Ahmed_Qureia_0001.jpg,labels/Ahmed_Qureia/Ahmed_Qureia_0001.jpg,64,live,None,Unknown,train,real,0.1
Ahmet_Demir/Ahmet_Demir_0001.jpg,labels/Ahmet_Demir/Ahmet_Demir_0001.jpg,65,live,None,Unknown,train,real,0.1
Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,labels/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,66,live,None,Unknown,train,real,0.1
Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,labels/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,66,live,None,Unknown,train,real,0.1
Ai_Sugiyama/Ai_Sugiyama_0005.jpg,labels/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,67,live,None,Unknown,train,real,0.1
Ai_Sugiyama/Ai_Sugiyama_0001.jpg,labels/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,67,live,None,Unknown,train,real,0.1
Ai_Sugiyama/Ai_Sugiyama_0002.jpg,labels/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,67,live,None,Unknown,train,real,0.1
Ai_Sugiyama/Ai_Sugiyama_0004.jpg,labels/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,67,live,None,Unknown,train,real,0.1
Ai_Sugiyama/Ai_Sugiyama_0003.jpg,labels/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,67,live,None,Unknown,train,real,0.1
Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,labels/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,68,live,None,Unknown,train,real,0.1
Aicha_El_Ouafi/Aicha_El_Ouafi_0002.jpg,labels/Aicha_El_Ouafi/Aicha_El_Ouafi_0002.jpg,68,live,None,Unknown,train,real,0.1
Aicha_El_Ouafi/Aicha_El_Ouafi_0003.jpg,labels/Aicha_El_Ouafi/Aicha_El_Ouafi_0003.jpg,68,live,None,Unknown,train,real,0.1
Aidan_Quinn/Aidan_Quinn_0001.jpg,labels/Aidan_Quinn/Aidan_Quinn_0001.jpg,69,live,None,Unknown,train,real,0.1
Aileen_Riggin_Soule/Aileen_Riggin_Soule_0001.jpg,labels/Aileen_Riggin_Soule/Aileen_Riggin_Soule_0001.jpg,70,live,None,Unknown,train,real,0.1
Ain_Seppik/Ain_Seppik_0001.jpg,labels/Ain_Seppik/Ain_Seppik_0001.jpg,71,live,None,Unknown,train,real,0.1
Ainsworth_Dyer/Ainsworth_Dyer_0001.jpg,labels/Ainsworth_Dyer/Ainsworth_Dyer_0001.jpg,72,live,None,Unknown,train,real,0.1
Aishwarya_Rai/Aishwarya_Rai_0001.jpg,labels/Aishwarya_Rai/Aishwarya_Rai_0001.jpg,73,live,None,Unknown,train,real,0.1
Aitor_Gonzalez/Aitor_Gonzalez_0002.jpg,labels/Aitor_Gonzalez/Aitor_Gonzalez_0002.jpg,74,live,None,Unknown,train,real,0.1
Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,labels/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,74,live,None,Unknown,train,real,0.1
Aiysha_Smith/Aiysha_Smith_0001.jpg,labels/Aiysha_Smith/Aiysha_Smith_0001.jpg,75,live,None,Unknown,train,real,0.1
Ajit_Agarkar/Ajit_Agarkar_0001.jpg,labels/Ajit_Agarkar/Ajit_Agarkar_0001.jpg,76,live,None,Unknown,train,real,0.1
Akbar_Al_Baker/Akbar_Al_Baker_0001.jpg,labels/Akbar_Al_Baker/Akbar_Al_Baker_0001.jpg,77,live,None,Unknown,train,real,0.1
Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.jpg,labels/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.jpg,78,live,None,Unknown,train,real,0.1
Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.jpg,labels/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.jpg,78,live,None,Unknown,train,real,0.1
Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,labels/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,78,live,None,Unknown,train,real,0.1
Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,labels/Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,79,live,None,Unknown,train,real,0.1
Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,labels/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,79,live,None,Unknown,train,real,0.1
Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,labels/Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,79,live,None,Unknown,train,real,0.1
Akiko_Morigami/Akiko_Morigami_0001.jpg,labels/Akiko_Morigami/Akiko_Morigami_0001.jpg,80,live,None,Unknown,train,real,0.1
Akmal_Taher/Akmal_Taher_0001.jpg,labels/Akmal_Taher/Akmal_Taher_0001.jpg,81,live,None,Unknown,train,real,0.1
Al_Cardenas/Al_Cardenas_0001.jpg,labels/Al_Cardenas/Al_Cardenas_0001.jpg,82,live,None,Unknown,train,real,0.1
Al_Davis/Al_Davis_0001.jpg,labels/Al_Davis/Al_Davis_0001.jpg,83,live,None,Unknown,train,real,0.1
Al_Davis/Al_Davis_0002.jpg,labels/Al_Davis/Al_Davis_0002.jpg,83,live,None,Unknown,train,real,0.1
Al_Gore/Al_Gore_0002.jpg,labels/Al_Gore/Al_Gore_0002.jpg,84,live,None,Unknown,train,real,0.1
Al_Gore/Al_Gore_0008.jpg,labels/Al_Gore/Al_Gore_0008.jpg,84,live,None,Unknown,train,real,0.1
Al_Gore/Al_Gore_0005.jpg,labels/Al_Gore/Al_Gore_0005.jpg,84,live,None,Unknown,train,real,0.1
Al_Gore/Al_Gore_0004.jpg,labels/Al_Gore/Al_Gore_0004.jpg,84,live,None,Unknown,train,real,0.1
Al_Gore/Al_Gore_0003.jpg,labels/Al_Gore/Al_Gore_0003.jpg,84,live,None,Unknown,train,real,0.1
Al_Gore/Al_Gore_0006.jpg,labels/Al_Gore/Al_Gore_0006.jpg,84,live,None,Unknown,train,real,0.1
Al_Gore/Al_Gore_0007.jpg,labels/Al_Gore/Al_Gore_0007.jpg,84,live,None,Unknown,train,real,0.1
Al_Gore/Al_Gore_0001.jpg,labels/Al_Gore/Al_Gore_0001.jpg,84,live,None,Unknown,train,real,0.1
Al_Leiter/Al_Leiter_0001.jpg,labels/Al_Leiter/Al_Leiter_0001.jpg,85,live,None,Unknown,train,real,0.1
Al_Pacino/Al_Pacino_0001.jpg,labels/Al_Pacino/Al_Pacino_0001.jpg,86,live,None,Unknown,train,real,0.1
Al_Pacino/Al_Pacino_0002.jpg,labels/Al_Pacino/Al_Pacino_0002.jpg,86,live,None,Unknown,train,real,0.1
Al_Pacino/Al_Pacino_0003.jpg,labels/Al_Pacino/Al_Pacino_0003.jpg,86,live,None,Unknown,train,real,0.1
